sessionid,medium,session_start_time,session_end_time,userid,log_in_status,session_with_order,member_tier,eventaction,pagetype,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,60,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,120,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Category,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,60,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Category,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Category,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,120,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,240,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,8.571428571,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,8.571428571,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,8.571428571,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,8.571428571,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,8.571428571,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Homepage,8.571428571,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,8.571428571,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Product,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,15,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Other,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,20,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,120,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,Pageview,Checkout,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
7643E554FB0E4C64F3C1713C64A2CE6B.twpfa34n,affiliates_display,2/1/20 11:00 PM,35:00.0,4d6d0d35-1b04-4ce4-90ec-4082e962cf5d,Y,Y,Member,OrderPlacedEvent,NULL,30,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,6,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,30,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Register,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A20BCD0A58244DA6CC1CD495752CC463.twpfa41n,organic,2/1/20 11:00 PM,23:00.0,48a88443-6461-4588-b202-f0660ecd3809,Y,Y,Member,Pageview,Other,10,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
