sessionid,session_start_time,session_end_time,log_in_status,session_with_order,member_tier,eventaction,tstamp,pagetype,pagepath,page_order,page_order_desc,page_view_in_minutes,page_duration
203D27510EA2C7B3E4851BA80C36D381.twpfa48n,2/1/2020 0:00,2/1/2020 0:00,Y,N,Member,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/ä¸­è¡›é†«ç™‚å£ç½©50ç‰‡-æ«»èŠ±ç²‰-ç®±è³¼/p/BP_185958?text=å£ç½©&page=0,2,2,2,30
2190C674C89A10C7BF72FD3370D2ECF0.twpfa31n,2/1/2020 0:00,2/1/2020 0:00,N,N,anonymous,Pageview,2/1/2020 0:00,Other,www.watsons.com.tw/å…¨éƒ¨å•†å“/All-Brands/b/brandList,1,1,1,60
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:00,Other,www.watsons.com.tw/login?explicit=true&prevStep=checkout,1,22,3,20
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/-è¿·æ¼¾ç¾Žäºº-æ—¥æœ¬azfitä¿æ¿•ç™¼ç†±é˜²å¯’å£ç½©(å°è‡‰å°ºå¯¸)-5å…¥-åŒ…/p/BP_169498?text=å£ç½©&page=0,2,20,3,20
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:00,Checkout,www.watsons.com.tw/checkoutstepone,3,21,3,20
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:01,Checkout,www.watsons.com.tw/register/checkout2/main,4,18,2,30
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:01,Checkout,www.watsons.com.tw/register/checkout2/main,5,19,2,30
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:02,Other,www.watsons.com.tw/login?explicit=true&prevStep=checkout,11,17,6,10
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:02,Checkout,www.watsons.com.tw/checkoutstepone,6,13,6,10
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:02,Checkout,www.watsons.com.tw/register/checkout2/main,7,12,6,10
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:02,Register,www.watsons.com.tw/register/main?isFacebookFlow=true,8,14,6,10
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:02,Checkout,www.watsons.com.tw/checkoutstepone,9,15,6,10
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:02,Other,www.watsons.com.tw/login?explicit=true&prevStep=checkout,10,16,6,10
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:06,Checkout,www.watsons.com.tw/register/checkout2/main,13,11,2,30
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:06,Checkout,www.watsons.com.tw/register/checkout2/main,12,10,2,30
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:08,Checkout,www.watsons.com.tw/checkout/single/summary,15,9,2,30
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:08,Checkout,www.watsons.com.tw/register/checkout2/acknowledgement,14,8,2,30
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:09,Checkout,www.watsons.com.tw/register/checkout2/acknowledgement,20,1,7,8.571428571
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:09,Checkout,www.watsons.com.tw/checkoutstepone,16,3,7,8.571428571
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:09,Checkout,www.watsons.com.tw/register/checkout2/acknowledgement,17,4,7,8.571428571
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:09,Checkout,www.watsons.com.tw/checkoutstepone,18,5,7,8.571428571
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:09,Other,www.watsons.com.tw/login?explicit=true&prevStep=checkout,19,2,7,8.571428571
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:09,Checkout,www.watsons.com.tw/checkoutstepone,21,7,7,8.571428571
23262D789E8D741778FCE0DCEF953D34.twpfa121n,2/1/2020 0:00,2/1/2020 0:09,N,N,anonymous,Pageview,2/1/2020 0:09,Product,www.watsons.com.tw/-è¿·æ¼¾ç¾Žäºº-æ—¥æœ¬azfitä¿æ¿•ç™¼ç†±é˜²å¯’å£ç½©(å°è‡‰å°ºå¯¸)-5å…¥-åŒ…/p/BP_169498,22,6,7,8.571428571
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/è•¾å¦®äºžé›¶è§¸æ„Ÿç‰¹è–„å€è­·å´é‚Š22.5cm-18ç‰‡x2/p/BP_117448,2,28,3,20
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:00,Category,www.watsons.com.tw/personal-care/daily-pads/c/10450101?q=:igcBestSeller:masterBrandName:è•¾å¦®äºž:masterBrandName:LAURIERè•¾å¦®äºž&text=&minSel=29.0&maxSel=1680.0&minSlider=29.0&maxSlider=1680.0&resultsForPage=32&sort=igcBestSeller&deliveryType=,1,27,3,20
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/è•¾å¦®äºžé›¶è§¸æ„Ÿç‰¹è–„é‡å¤šæ—¥ç”¨åŠ é•·25cm-16ç‰‡x2/p/BP_117434,3,29,3,20
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:01,Category,www.watsons.com.tw/personal-care/daily-pads/c/10450101?q=:igcBestSeller:masterBrandName:è•¾å¦®äºž:masterBrandName:LAURIERè•¾å¦®äºž&text=&minSel=29.0&maxSel=1680.0&minSlider=29.0&maxSlider=1680.0&resultsForPage=32&sort=igcBestSeller&deliveryType=,4,26,1,60
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:02,Product,www.watsons.com.tw/é›¶è§¸æ„Ÿç‰¹è–„æ—¥ç”¨è¡›ç”Ÿæ£‰22.5cm-20ç‰‡/p/BP_171422,5,25,1,60
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:03,Category,www.watsons.com.tw/c/1?q=:allPromotionCodes:allPromotionCodes:221059,6,23,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:03,Checkout,www.watsons.com.tw/checkoutstepone,7,24,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:04,Checkout,www.watsons.com.tw/checkoutstepone,8,22,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:04,Checkout,www.watsons.com.tw/checkoutstepone,9,21,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:09,Product,www.watsons.com.tw/é›¶è§¸æ„Ÿç‰¹è–„æ—¥ç”¨è¡›ç”Ÿæ£‰22.5cm-20ç‰‡/p/BP_171422,13,18,5,12
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:09,Homepage,www.watsons.com.tw/,10,16,5,12
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:09,Category,www.watsons.com.tw/c/1?q=:promotionTagCodes:promotionTagCodes:88,11,19,5,12
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:09,Category,www.watsons.com.tw/c/1?q=:allPromotionCodes:allPromotionCodes:221059,12,17,5,12
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:09,Category,www.watsons.com.tw/c/1?q=:promotionTagCodes:promotionTagCodes:94,14,20,5,12
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:10,Category,www.watsons.com.tw/c/1?q=:promotionTagCodes:promotionTagCodes:88,15,14,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:10,Category,www.watsons.com.tw/c/1?q=:price-asc:promotionTagCodes:88&minSel=39.0&maxSel=1980.0&minSlider=39.0&maxSlider=1980.0&resultsForPage=32&text=&deliveryType=,16,15,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:11,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88:masterBrandName:Biore+èœœå¦®&page=1&resultsForPage=32&text=&sort=&deliveryType=,17,13,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:11,Category,www.watsons.com.tw/c/1?q=:price-asc:promotionTagCodes:88:masterBrandName:Biore+èœœå¦®&text=&minSel=39.0&maxSel=1980.0&minSlider=39.0&maxSlider=1980.0&resultsForPage=32&sort=&deliveryType=,18,12,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:13,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88,19,11,3,20
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:13,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88:priceValue:[79+TO+499]&page=1&resultsForPage=32&text=&sort=&deliveryType=,20,9,3,20
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:13,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88:priceValue:[79+TO+499]&sort=&minSel=79&maxSel=499&minSlider=39.0&maxSlider=1980.0&text=&resultsForPage=32&deliveryType=,21,10,3,20
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:14,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88:priceValue:[79+TO+499]&page=2&resultsForPage=32&text=&sort=&deliveryType=,23,8,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:14,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88:priceValue:[79+TO+499]&page=3&resultsForPage=32&text=&sort=&deliveryType=,22,7,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:15,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88:priceValue:[79+TO+499]:category:10480401&text=&minSel=39.0&maxSel=1980.0&minSlider=39.0&maxSlider=1980.0&resultsForPage=32&sort=&deliveryType=,24,5,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:15,Category,www.watsons.com.tw/å…¨éƒ¨å•†å“/c/1?q=:price-asc:promotionTagCodes:88:priceValue:[79+TO+499]:category:10480401&page=1&resultsForPage=32&text=&sort=&deliveryType=,25,6,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:16,Checkout,www.watsons.com.tw/checkoutstepone,26,4,1,120
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:18,Category,www.watsons.com.tw/personal-care/wet-tissue/c/10450205,27,2,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:18,Checkout,www.watsons.com.tw/checkoutstepone,28,3,2,30
2344ABD7ABD5FB41DA360566C60914F1.twpfa115n,2/1/2020 0:00,2/1/2020 0:20,Y,N,Member,Pageview,2/1/2020 0:19,Category,www.watsons.com.tw/personal-care/wet-tissue/c/10450205?q=:igcBestSeller:masterBrandName:èˆ’æ½”&text=&minSel=10.0&maxSel=3540.0&minSlider=10.0&maxSlider=3540.0&resultsForPage=32&sort=igcBestSeller&deliveryType=,29,1,1,-60
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:00,MyAccount,www.watsons.com.tw/my-account/notification,1,19,4,15
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:00,MyAccount,www.watsons.com.tw/my-account/notification,2,18,4,15
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:00,Other,www.watsons.com.tw/search2?text=å£ç½©,3,17,4,15
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:00,Other,www.watsons.com.tw/search2?text=å£ç½©,4,20,4,15
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,6,9,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,5,10,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,7,11,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,8,12,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,9,13,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Product,www.watsons.com.tw/dr.-merson-3dé†«ç™‚é˜²èŒå£ç½©ä¸€èˆ¬åž‹é»‘è‰²å£ç½©-3å…¥(l)/p/BP_151047?text=å£ç½©&page=1,10,15,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Product,www.watsons.com.tw/dr.-merson-3dé†«ç™‚é˜²èŒå£ç½©ä¸€èˆ¬åž‹é»‘è‰²å£ç½©-3å…¥(l)/p/BP_151047?text=å£ç½©&page=1,11,16,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,12,14,8,7.5
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:02,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,18,4,6,10
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:02,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,13,5,6,10
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:02,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,14,6,6,10
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:02,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,15,7,6,10
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:02,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,16,8,6,10
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:02,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,17,3,6,10
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:05,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,20,2,2,30
23AC40B564836F7EF909EEB28D928E32.twpfa48n,2/1/2020 0:00,2/1/2020 0:05,Y,N,Member,Pageview,2/1/2020 0:05,Product,www.watsons.com.tw/è­·ç†å°ˆå®¶é†«ç”¨å£ç½©6å…¥-é»‘è‰²/p/BP_118539?text=å£ç½©&page=1,19,1,2,30
2432E46502E47E344937ED03ABECC75C.twpfa129n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/å‡¡å£«æž—è˜†è–ˆèˆ’ç·©æ½¤è†šéœ²-400ml/p/BP_231432,1,2,1,60
2432E46502E47E344937ED03ABECC75C.twpfa129n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:01,Homepage,www.watsons.com.tw/,2,1,1,60
250AE42DA14A3DA498C27319A3183C29.twpfa47n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/æ¥µæ½¤ä¿æ¿•ä¹³æ¶²/p/BP_293011?text=ä¹³æ¶²&page=2,1,2,2,30
250AE42DA14A3DA498C27319A3183C29.twpfa47n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/æ¥µæ½¤ä¿æ¿•åŒ–ç²§æ°´/p/BP_292675,2,3,2,30
250AE42DA14A3DA498C27319A3183C29.twpfa47n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:01,Product,www.watsons.com.tw/æ¥µæ½¤ä¿æ¿•åŒ–ç²§æ°´æ¸…çˆ½åž‹/p/BP_562780,3,1,1,60
25255F8FE89AFE1010FE2DF23B690F04.twpfa45n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Other,www.watsons.com.tw/promo-health,1,3,4,15
25255F8FE89AFE1010FE2DF23B690F04.twpfa45n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Homepage,www.watsons.com.tw/,2,4,4,15
25255F8FE89AFE1010FE2DF23B690F04.twpfa45n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Homepage,www.watsons.com.tw/,3,5,4,15
25255F8FE89AFE1010FE2DF23B690F04.twpfa45n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/é†«ç™‚èˆ’é©å£ç½©-æ¿¾èŒé˜²è­·3å…¥(è—)/p/BP_926548,4,2,4,15
25255F8FE89AFE1010FE2DF23B690F04.twpfa45n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:01,Homepage,www.watsons.com.tw/,5,1,1,60
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:00,Category,www.watsons.com.tw/skincare/eye-care/c/10410305?q=:igcBestSeller&page=1&resultsForPage=32&text=&sort=igcBestSeller&deliveryType=,1,10,1,180
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:03,Category,www.watsons.com.tw/skincare/eye-care/c/10410305?q=:price-asc&minSel=89.0&maxSel=8000.0&minSlider=89.0&maxSlider=8000.0&resultsForPage=32&text=&deliveryType=,2,9,1,60
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:04,Product,www.watsons.com.tw/ä¿æ¿•å°ˆç§‘ä¿®è­·çœ¼éœœ/p/BP_407052,3,8,1,180
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:07,Category,www.watsons.com.tw/skincare/eye-care/c/10410305?q=:price-asc&page=1&resultsForPage=32&text=&sort=&deliveryType=,4,7,1,120
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:09,Product,www.watsons.com.tw/ç¢§æ­æ–¯-bioé‡‘èƒæ´»åŠ›äº®çœ¼ç²¾è¯17g/p/BP_142835,5,6,1,60
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:10,Category,www.watsons.com.tw/skincare/eye-care/c/10410305?q=:price-asc&page=0&resultsForPage=32&text=&sort=&deliveryType=,6,5,1,60
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:11,Product,www.watsons.com.tw/koseæ¶µèƒ-æ½¤è‚Œç²¾çŽ»å°¿é…¸å³æ½¤çœ¼éœœ/p/BP_103210,7,4,1,120
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:13,Product,www.watsons.com.tw/è†šè•Š-æ¥µæ•ˆä¿æ¿•ç²¾è¯çœ¼éœœ/p/BP_590130,8,3,1,120
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:15,Checkout,www.watsons.com.tw/checkoutstepone,10,1,2,30
265D8990B5CD956BC7C91819DF1A26C9.twpfa35n,2/1/2020 0:00,2/1/2020 0:15,Y,N,Member,Pageview,2/1/2020 0:15,Checkout,www.watsons.com.tw/checkoutstepone,9,2,2,30
269BC110B59502785A578A8010C0877F.twpfa33n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Other,www.watsons.com.tw/search2?text=å£ç½©,1,4,4,15
269BC110B59502785A578A8010C0877F.twpfa33n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Homepage,www.watsons.com.tw/,2,5,4,15
269BC110B59502785A578A8010C0877F.twpfa33n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Product,www.watsons.com.tw/ä¸­è¡›é†«ç™‚å£ç½©50ç‰‡-é…·é»‘-ç®±è³¼/p/BP_185922?text=å£ç½©&page=0,3,6,4,15
269BC110B59502785A578A8010C0877F.twpfa33n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:00,Homepage,www.watsons.com.tw/,4,7,4,15
269BC110B59502785A578A8010C0877F.twpfa33n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,6,1,3,20
269BC110B59502785A578A8010C0877F.twpfa33n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:01,Other,www.watsons.com.tw/search2?text=å£ç½©,5,3,3,20
269BC110B59502785A578A8010C0877F.twpfa33n,2/1/2020 0:00,2/1/2020 0:01,N,N,anonymous,Pageview,2/1/2020 0:01,Product,www.watsons.com.tw/ä¸­è¡›é†«ç™‚å£ç½©5ç‰‡-å¤©ç©ºè—/p/BP_185943?text=å£ç½©&page=0,7,2,3,20
